,Click to star the Github Repo,,,,,,,Connect/Follow on LinkedIn,,,,Last updated:,2022-06-22 12:30 (GMT),
Q. No.,Name / Link,"Likes
(L)","Dislikes
(D)","Reactions
(L+D)","L/D
Ratio","Acceptance
Rate",Category,Topic Tags,Difficulty,Free?,"Has
Solution?","Has Video
Solution?","Total
Accepted","Total
Submitted"
213,House Robber II,5869,96,5965,61.14,40.13%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,420265,1047265
680,Valid Palindrome II,5825,310,6135,18.79,39.42%,Algorithms,"Two Pointers, String, Greedy, ",Easy,TRUE,TRUE,FALSE,511965,1298843
88,Merge Sorted Array,5887,525,6412,11.21,44.91%,Algorithms,"Array, Two Pointers, Sorting, ",Easy,TRUE,TRUE,FALSE,1512526,3367572
973,K Closest Points to Origin,5809,214,6023,27.14,65.94%,Algorithms,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect, ",Medium,TRUE,TRUE,FALSE,791341,1200027
112,Path Sum,5752,800,6552,7.19,45.91%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,908320,1978439
315,Count of Smaller Numbers After Self,5702,160,5862,35.64,42.03%,Algorithms,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set, ",Hard,TRUE,TRUE,FALSE,230966,549528
40,Combination Sum II,5732,147,5879,38.99,52.65%,Algorithms,"Array, Backtracking, ",Medium,TRUE,TRUE,FALSE,580637,1102781
202,Happy Number,5746,740,6486,7.76,53.55%,Algorithms,"Hash Table, Math, Two Pointers, ",Easy,TRUE,TRUE,FALSE,848474,1584494
876,Middle of the Linked List,5744,148,5892,38.81,73%,Algorithms,"Linked List, Two Pointers, ",Easy,TRUE,TRUE,FALSE,716039,980895
253,Meeting Rooms II,5652,112,5764,50.46,49.93%,Algorithms,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), ",Medium,FALSE,TRUE,FALSE,658648,1319203
977,Squares of a Sorted Array,5637,157,5794,35.9,71.69%,Algorithms,"Array, Two Pointers, Sorting, ",Easy,TRUE,TRUE,TRUE,1048258,1462135
450,Delete Node in a BST,5602,162,5764,34.58,49.29%,Algorithms,"Tree, Binary Search Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,286080,580403
380,Insert Delete GetRandom O(1),5568,299,5867,18.62,51.55%,Algorithms,"Array, Hash Table, Math, Design, Randomized, ",Medium,TRUE,TRUE,FALSE,491275,952953
572,Subtree of Another Tree,5538,303,5841,18.28,45.53%,Algorithms,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function, ",Easy,TRUE,FALSE,FALSE,493965,1084896
37,Sudoku Solver,5553,161,5714,34.49,54.82%,Algorithms,"Array, Backtracking, Matrix, ",Hard,TRUE,TRUE,FALSE,364320,664566
99,Recover Binary Search Tree,5496,186,5682,29.55,49.11%,Algorithms,"Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,334895,681888
516,Longest Palindromic Subsequence,5504,250,5754,22.02,59.8%,Algorithms,"String, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,266256,445215
328,Odd Even Linked List,5495,388,5883,14.16,59.69%,Algorithms,"Linked List, ",Medium,TRUE,TRUE,FALSE,541147,906609
525,Contiguous Array,5446,233,5679,23.37,46.47%,Algorithms,"Array, Hash Table, Prefix Sum, ",Medium,TRUE,TRUE,FALSE,265908,572201
316,Remove Duplicate Letters,5450,358,5808,15.22,44.07%,Algorithms,"String, Stack, Greedy, Monotonic Stack, ",Medium,TRUE,TRUE,FALSE,197677,448552
90,Subsets II,5503,164,5667,33.55,53.89%,Algorithms,"Array, Backtracking, Bit Manipulation, ",Medium,TRUE,TRUE,FALSE,530164,983719
61,Rotate List,5482,1281,6763,4.28,35.17%,Algorithms,"Linked List, Two Pointers, ",Medium,TRUE,TRUE,FALSE,579116,1646820
310,Minimum Height Trees,5404,225,5629,24.02,38.2%,Algorithms,"Depth-First Search, Breadth-First Search, Graph, Topological Sort, ",Medium,TRUE,TRUE,FALSE,203610,533066
36,Valid Sudoku,5439,742,6181,7.33,55.59%,Algorithms,"Array, Hash Table, Matrix, ",Medium,TRUE,TRUE,FALSE,773173,1390836
540,Single Element in a Sorted Array,5437,111,5548,48.98,58.64%,Algorithms,"Array, Binary Search, ",Medium,TRUE,TRUE,FALSE,302575,515951
518,Coin Change 2,5405,106,5511,50.99,58.21%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,309772,532178
547,Number of Provinces,5392,242,5634,22.28,62.7%,Algorithms,"Depth-First Search, Breadth-First Search, Union Find, Graph, ",Medium,TRUE,TRUE,FALSE,482011,768816
63,Unique Paths II,5361,394,5755,13.61,38.59%,Algorithms,"Array, Dynamic Programming, Matrix, ",Medium,TRUE,TRUE,FALSE,560222,1451678
344,Reverse String,5299,957,6256,5.54,75.26%,Algorithms,"Two Pointers, String, Recursion, ",Easy,TRUE,TRUE,TRUE,1657479,2202274
704,Binary Search,5328,122,5450,43.67,55.17%,Algorithms,"Array, Binary Search, ",Easy,TRUE,TRUE,FALSE,997668,1808228
242,Valid Anagram,5289,223,5512,23.72,61.72%,Algorithms,"Hash Table, String, Sorting, ",Easy,TRUE,TRUE,TRUE,1362602,2207560
67,Add Binary,5238,568,5806,9.22,50.73%,Algorithms,"Math, String, Bit Manipulation, Simulation, ",Easy,TRUE,TRUE,FALSE,863079,1701346
203,Remove Linked List Elements,5221,169,5390,30.89,43.87%,Algorithms,"Linked List, Recursion, ",Easy,TRUE,TRUE,FALSE,731368,1667079
387,First Unique Character in a String,5186,203,5389,25.55,57.42%,Algorithms,"Hash Table, String, Queue, Counting, ",Easy,TRUE,TRUE,FALSE,1083446,1886924
217,Contains Duplicate,5226,970,6196,5.39,61.01%,Algorithms,"Array, Hash Table, Sorting, ",Easy,TRUE,TRUE,FALSE,1723254,2824520
278,First Bad Version,5191,1932,7123,2.69,42.08%,Algorithms,"Binary Search, Interactive, ",Easy,TRUE,TRUE,TRUE,1060928,2521218
229,Majority Element II,5185,293,5478,17.7,42.86%,Algorithms,"Array, Hash Table, Sorting, Counting, ",Medium,TRUE,TRUE,FALSE,304890,711441
787,Cheapest Flights Within K Stops,5141,238,5379,21.6,35.88%,Algorithms,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path, ",Medium,TRUE,TRUE,FALSE,245425,683953
57,Insert Interval,5123,354,5477,14.47,37.58%,Algorithms,"Array, ",Medium,TRUE,TRUE,FALSE,531499,1414372
222,Count Complete Tree Nodes,5106,316,5422,16.16,55.92%,Algorithms,"Binary Search, Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,416778,745270
179,Largest Number,5059,429,5488,11.79,33.2%,Algorithms,"String, Greedy, Sorting, ",Medium,TRUE,TRUE,FALSE,326075,982128
130,Surrounded Regions,5046,1252,6298,4.03,34.54%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, ",Medium,TRUE,TRUE,FALSE,427924,1239035
83,Remove Duplicates from Sorted List,5062,189,5251,26.78,49.29%,Algorithms,"Linked List, ",Easy,TRUE,TRUE,FALSE,897892,1821694
743,Network Delay Time,5014,304,5318,16.49,50.47%,Algorithms,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path, ",Medium,TRUE,TRUE,FALSE,290230,575088
211,Design Add and Search Words Data Structure,5019,240,5259,20.91,43.84%,Algorithms,"String, Depth-First Search, Design, Trie, ",Medium,TRUE,TRUE,FALSE,412987,942026
698,Partition to K Equal Sum Subsets,5007,332,5339,15.08,43.06%,Algorithms,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask, ",Medium,TRUE,TRUE,FALSE,203287,472057
844,Backspace String Compare,4997,216,5213,23.13,47.96%,Algorithms,"Two Pointers, String, Stack, Simulation, ",Easy,TRUE,TRUE,FALSE,489253,1020045
204,Count Primes,4998,1026,6024,4.87,33.02%,Algorithms,"Array, Math, Enumeration, Number Theory, ",Medium,TRUE,TRUE,FALSE,620796,1880181
740,Delete and Earn,5004,278,5282,18,57.48%,Algorithms,"Array, Hash Table, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,200395,348661
785,Is Graph Bipartite?,4962,278,5240,17.85,51.98%,Algorithms,"Depth-First Search, Breadth-First Search, Union Find, Graph, ",Medium,TRUE,TRUE,FALSE,326383,627947
1249,Minimum Remove to Make Valid Parentheses,4933,86,5019,57.36,65.66%,Algorithms,"String, Stack, ",Medium,TRUE,TRUE,FALSE,439293,668990
44,Wildcard Matching,4956,226,5182,21.93,26.65%,Algorithms,"String, Dynamic Programming, Greedy, Recursion, ",Hard,TRUE,TRUE,FALSE,396450,1487843
113,Path Sum II,4938,111,5049,44.49,54.47%,Algorithms,"Backtracking, Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,594206,1090887
406,Queue Reconstruction by Height,4920,525,5445,9.37,70.31%,Algorithms,"Array, Greedy, Binary Indexed Tree, Segment Tree, Sorting, ",Medium,TRUE,TRUE,FALSE,225455,320675
95,Unique Binary Search Trees II,4887,328,5215,14.9,50.08%,Algorithms,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,313222,625400
542,01 Matrix,4898,237,5135,20.67,43.93%,Algorithms,"Array, Dynamic Programming, Breadth-First Search, Matrix, ",Medium,TRUE,TRUE,FALSE,262020,596481
392,Is Subsequence,4918,295,5213,16.67,50.94%,Algorithms,"Two Pointers, String, Dynamic Programming, ",Easy,TRUE,TRUE,FALSE,484186,950535
140,Word Break II,4879,481,5360,10.14,42.73%,Algorithms,"Hash Table, String, Dynamic Programming, Backtracking, Trie, Memoization, ",Hard,TRUE,TRUE,FALSE,451190,1055996
669,Trim a Binary Search Tree,4844,238,5082,20.35,66.32%,Algorithms,"Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,238134,359092
289,Game of Life,4832,444,5276,10.88,65.68%,Algorithms,"Array, Matrix, Simulation, ",Medium,TRUE,TRUE,TRUE,347716,529398
767,Reorganize String,4832,180,5012,26.84,52.28%,Algorithms,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting, ",Medium,TRUE,FALSE,FALSE,219102,419077
50,"Pow(x, n)",4852,5695,10547,0.85,32.52%,Algorithms,"Math, Recursion, ",Medium,TRUE,TRUE,FALSE,944934,2906090
301,Remove Invalid Parentheses,4787,239,5026,20.03,46.93%,Algorithms,"String, Backtracking, Breadth-First Search, ",Hard,TRUE,TRUE,FALSE,354463,755338
503,Next Greater Element II,4800,139,4939,34.53,62.4%,Algorithms,"Array, Stack, Monotonic Stack, ",Medium,TRUE,TRUE,FALSE,228352,365950
1048,Longest String Chain,4804,200,5004,24.02,59.34%,Algorithms,"Array, Hash Table, Two Pointers, String, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,257956,434706
662,Maximum Width of Binary Tree,4808,738,5546,6.51,40.3%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,192801,478394
424,Longest Repeating Character Replacement,4811,194,5005,24.8,51%,Algorithms,"Hash Table, String, Sliding Window, ",Medium,TRUE,FALSE,FALSE,246600,483549
456,132 Pattern,4764,270,5034,17.64,32.4%,Algorithms,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set, ",Medium,TRUE,TRUE,TRUE,148363,457978
109,Convert Sorted List to Binary Search Tree,4723,114,4837,41.43,56.05%,Algorithms,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,380326,678608
237,Delete Node in a Linked List,4701,12011,16712,0.39,72.53%,Algorithms,"Linked List, ",Easy,TRUE,FALSE,FALSE,828320,1142019
13,Roman to Integer,4751,321,5072,14.8,57.89%,Algorithms,"Hash Table, Math, String, ",Easy,TRUE,TRUE,FALSE,1697491,2932499
350,Intersection of Two Arrays II,4686,720,5406,6.51,55.17%,Algorithms,"Array, Hash Table, Two Pointers, Binary Search, Sorting, ",Easy,TRUE,TRUE,FALSE,832878,1509724
106,Construct Binary Tree from Inorder and Postorder Traversal,4647,73,4720,63.66,55.92%,Algorithms,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,408435,730360
983,Minimum Cost For Tickets,4633,81,4714,57.2,64.22%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,159047,247645
81,Search in Rotated Sorted Array II,4606,735,5341,6.27,35.65%,Algorithms,"Array, Binary Search, ",Medium,TRUE,TRUE,FALSE,436349,1223952
1192,Critical Connections in a Network,4585,163,4748,28.13,54.3%,Algorithms,"Depth-First Search, Graph, Biconnected Component, ",Hard,TRUE,TRUE,FALSE,176725,325481
1004,Max Consecutive Ones III,4597,61,4658,75.36,63.17%,Algorithms,"Array, Binary Search, Sliding Window, Prefix Sum, ",Medium,TRUE,TRUE,FALSE,218630,346095
692,Top K Frequent Words,4589,254,4843,18.07,54.51%,Algorithms,"Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting, ",Medium,TRUE,FALSE,FALSE,389829,715135
658,Find K Closest Elements,4559,430,4989,10.6,44.68%,Algorithms,"Array, Two Pointers, Binary Search, Sorting, Heap (Priority Queue), ",Medium,TRUE,TRUE,FALSE,299648,670601
43,Multiply Strings,4556,1831,6387,2.49,38.01%,Algorithms,"Math, String, Simulation, ",Medium,TRUE,TRUE,FALSE,528720,1390913
117,Populating Next Right Pointers in Each Node II,4513,259,4772,17.42,48.71%,Algorithms,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,486549,998854
463,Island Perimeter,4513,247,4760,18.27,69.11%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Matrix, ",Easy,TRUE,TRUE,FALSE,372933,539654
856,Score of Parentheses,4476,150,4626,29.84,65.32%,Algorithms,"String, Stack, ",Medium,TRUE,TRUE,FALSE,140748,215460
1011,Capacity To Ship Packages Within D Days,4498,101,4599,44.53,63.86%,Algorithms,"Array, Binary Search, ",Medium,TRUE,FALSE,FALSE,155926,244181
227,Basic Calculator II,4454,581,5035,7.67,41.77%,Algorithms,"Math, String, Stack, ",Medium,TRUE,TRUE,FALSE,440934,1055596
733,Flood Fill,4488,423,4911,10.61,58.57%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Matrix, ",Easy,TRUE,TRUE,FALSE,447913,764690
66,Plus One,4458,4235,8693,1.05,43.03%,Algorithms,"Array, Math, ",Easy,TRUE,TRUE,FALSE,1243671,2890475
77,Combinations,4431,150,4581,29.54,64.63%,Algorithms,"Backtracking, ",Medium,TRUE,TRUE,FALSE,543965,841622
129,Sum Root to Leaf Numbers,4370,80,4450,54.63,57.46%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,471934,821296
875,Koko Eating Bananas,4387,193,4580,22.73,54.16%,Algorithms,"Array, Binary Search, ",Medium,TRUE,TRUE,FALSE,189463,349826
145,Binary Tree Postorder Traversal,4377,142,4519,30.82,64.82%,Algorithms,"Stack, Tree, Depth-First Search, Binary Tree, ",Easy,TRUE,FALSE,FALSE,749263,1155879
721,Accounts Merge,4376,793,5169,5.52,56.05%,Algorithms,"Array, String, Depth-First Search, Breadth-First Search, Union Find, ",Medium,TRUE,TRUE,FALSE,257225,458909
986,Interval List Intersections,4358,90,4448,48.42,71.26%,Algorithms,"Array, Two Pointers, ",Medium,TRUE,TRUE,FALSE,309681,434570
797,All Paths From Source to Target,4371,118,4489,37.04,81.04%,Algorithms,"Backtracking, Depth-First Search, Breadth-First Search, Graph, ",Medium,TRUE,TRUE,FALSE,298743,368627
538,Convert BST to Greater Tree,4325,159,4484,27.2,66.59%,Algorithms,"Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,244048,366496
144,Binary Tree Preorder Traversal,4308,133,4441,32.39,63.12%,Algorithms,"Stack, Tree, Depth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,984318,1559380
28,Implement strStr(),4322,3742,8064,1.15,36.37%,Algorithms,"Two Pointers, String, String Matching, ",Easy,TRUE,FALSE,FALSE,1295856,3562776
938,Range Sum of BST,4271,334,4605,12.79,85.17%,Algorithms,"Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Easy,TRUE,TRUE,TRUE,631155,741031
257,Binary Tree Paths,4282,191,4473,22.42,59.22%,Algorithms,"String, Backtracking, Tree, Depth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,524763,886174
451,Sort Characters By Frequency,4270,186,4456,22.96,68.02%,Algorithms,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting, ",Medium,TRUE,TRUE,FALSE,371681,546424
137,Single Number II,4270,492,4762,8.68,56.92%,Algorithms,"Array, Bit Manipulation, ",Medium,TRUE,TRUE,FALSE,354018,621982
111,Minimum Depth of Binary Tree,4272,967,5239,4.42,42.82%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,777262,1815308
174,Dungeon Game,4208,82,4290,51.32,36.74%,Algorithms,"Array, Dynamic Programming, Matrix, ",Hard,TRUE,TRUE,FALSE,175874,478700
354,Russian Doll Envelopes,4185,101,4286,41.44,38.78%,Algorithms,"Array, Binary Search, Dynamic Programming, Sorting, ",Hard,TRUE,TRUE,FALSE,167727,432484
264,Ugly Number II,4205,214,4419,19.65,45.53%,Algorithms,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue), ",Medium,TRUE,FALSE,FALSE,264951,581981
435,Non-overlapping Intervals,4175,126,4301,33.13,48.74%,Algorithms,"Array, Dynamic Programming, Greedy, Sorting, ",Medium,TRUE,TRUE,FALSE,262681,538938
583,Delete Operation for Two Strings,4137,62,4199,66.73,58.33%,Algorithms,"String, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,169679,290905
713,Subarray Product Less Than K,4130,138,4268,29.93,44.22%,Algorithms,"Array, Sliding Window, ",Medium,TRUE,TRUE,FALSE,175425,396704
714,Best Time to Buy and Sell Stock with Transaction Fee,4114,106,4220,38.81,62.82%,Algorithms,"Array, Dynamic Programming, Greedy, ",Medium,TRUE,TRUE,FALSE,174106,277149
188,Best Time to Buy and Sell Stock IV,4121,155,4276,26.59,34.23%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,TRUE,FALSE,254336,743004
395,Longest Substring with At Least K Repeating Characters,4083,334,4417,12.22,44.65%,Algorithms,"Hash Table, String, Divide and Conquer, Sliding Window, ",Medium,TRUE,TRUE,FALSE,160562,359621
69,Sqrt(x),4116,3297,7413,1.25,36.65%,Algorithms,"Math, Binary Search, ",Easy,TRUE,TRUE,FALSE,1089547,2972440
968,Binary Tree Cameras,4127,54,4181,76.43,46.78%,Algorithms,"Dynamic Programming, Tree, Depth-First Search, Binary Tree, ",Hard,TRUE,TRUE,FALSE,103957,222217
1209,Remove All Adjacent Duplicates in String II,4027,78,4105,51.63,56.12%,Algorithms,"String, Stack, ",Medium,TRUE,TRUE,FALSE,213781,380922
421,Maximum XOR of Two Numbers in an Array,4029,330,4359,12.21,54.42%,Algorithms,"Array, Hash Table, Bit Manipulation, Trie, ",Medium,TRUE,TRUE,FALSE,125502,230627
60,Permutation Sequence,4050,401,4451,10.1,42.6%,Algorithms,"Math, Recursion, ",Hard,TRUE,TRUE,FALSE,278115,652902
413,Arithmetic Slices,3998,253,4251,15.8,64.67%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,235336,363920
97,Interleaving String,4011,224,4235,17.91,35.02%,Algorithms,"String, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,272437,778037
334,Increasing Triplet Subsequence,4000,219,4219,18.26,41.6%,Algorithms,"Array, Greedy, ",Medium,TRUE,TRUE,FALSE,278824,670324
474,Ones and Zeroes,4005,392,4397,10.22,46.57%,Algorithms,"Array, String, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,145621,312677
260,Single Number III,3983,187,4170,21.3,67.21%,Algorithms,"Array, Bit Manipulation, ",Medium,TRUE,TRUE,FALSE,258587,384720
718,Maximum Length of Repeated Subarray,3966,96,4062,41.31,51.39%,Algorithms,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function, ",Medium,TRUE,TRUE,FALSE,177278,344966
125,Valid Palindrome,3962,5426,9388,0.73,42.24%,Algorithms,"Two Pointers, String, ",Easy,TRUE,TRUE,FALSE,1347060,3188772
332,Reconstruct Itinerary,3938,1569,5507,2.51,40.38%,Algorithms,"Depth-First Search, Graph, Eulerian Circuit, ",Hard,TRUE,TRUE,FALSE,288279,713829
218,The Skyline Problem,3902,208,4110,18.76,38.95%,Algorithms,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set, ",Hard,TRUE,TRUE,FALSE,210804,541219
454,4Sum II,3886,115,4001,33.79,57.15%,Algorithms,"Array, Hash Table, ",Medium,TRUE,TRUE,FALSE,258272,451921
417,Pacific Atlantic Water Flow,3909,879,4788,4.45,50.07%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Matrix, ",Medium,TRUE,TRUE,FALSE,215945,431308
684,Redundant Connection,3894,299,4193,13.02,61.42%,Algorithms,"Depth-First Search, Breadth-First Search, Union Find, Graph, ",Medium,TRUE,TRUE,FALSE,209995,341879
653,Two Sum IV - Input is a BST,3883,202,4085,19.22,59%,Algorithms,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree, ",Easy,TRUE,TRUE,FALSE,324597,550198
1008,Construct Binary Search Tree from Preorder Traversal,3872,61,3933,63.48,80.45%,Algorithms,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree, ",Medium,TRUE,TRUE,FALSE,243036,302100
6,Zigzag Conversion,3853,8798,12651,0.44,41.96%,Algorithms,"String, ",Medium,TRUE,TRUE,FALSE,786289,1873949
979,Distribute Coins in Binary Tree,3848,126,3974,30.54,71.79%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,88709,123566
216,Combination Sum III,3820,87,3907,43.91,66.28%,Algorithms,"Array, Backtracking, ",Medium,TRUE,TRUE,FALSE,339038,511525
654,Maximum Binary Tree,3799,301,4100,12.62,83.86%,Algorithms,"Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree, ",Medium,TRUE,TRUE,FALSE,218958,261094
27,Remove Element,3787,5503,9290,0.69,51.47%,Algorithms,"Array, Two Pointers, ",Easy,TRUE,TRUE,FALSE,1331916,2587679
341,Flatten Nested List Iterator,3761,1317,5078,2.86,60.92%,Algorithms,"Stack, Tree, Depth-First Search, Design, Queue, Iterator, ",Medium,TRUE,TRUE,FALSE,328994,540049
59,Spiral Matrix II,3764,182,3946,20.68,65.36%,Algorithms,"Array, Matrix, Simulation, ",Medium,TRUE,TRUE,FALSE,371105,567817
241,Different Ways to Add Parentheses,3757,187,3944,20.09,62.15%,Algorithms,"Math, String, Dynamic Programming, Recursion, Memoization, ",Medium,TRUE,FALSE,FALSE,167746,269911
304,Range Sum Query 2D - Immutable,3750,297,4047,12.63,51.17%,Algorithms,"Array, Design, Matrix, Prefix Sum, ",Medium,TRUE,TRUE,FALSE,283308,553707
430,Flatten a Multilevel Doubly Linked List,3750,259,4009,14.48,59.03%,Algorithms,"Linked List, Depth-First Search, Doubly-Linked List, ",Medium,TRUE,TRUE,FALSE,240216,406920
126,Word Ladder II,3733,339,4072,11.01,27.19%,Algorithms,"Hash Table, String, Backtracking, Breadth-First Search, ",Hard,TRUE,TRUE,FALSE,294192,1081908
895,Maximum Frequency Stack,3719,54,3773,68.87,66.55%,Algorithms,"Hash Table, Stack, Design, Ordered Set, ",Hard,TRUE,TRUE,FALSE,130020,195381
224,Basic Calculator,3724,299,4023,12.45,40.7%,Algorithms,"Math, String, Stack, Recursion, ",Hard,TRUE,TRUE,FALSE,301646,741159
1029,Two City Scheduling,3719,279,3998,13.33,63.79%,Algorithms,"Array, Greedy, Sorting, ",Medium,TRUE,TRUE,FALSE,181606,284696
80,Remove Duplicates from Sorted Array II,3707,931,4638,3.98,50.81%,Algorithms,"Array, Two Pointers, ",Medium,TRUE,TRUE,FALSE,440693,867261
907,Sum of Subarray Minimums,3724,242,3966,15.39,34%,Algorithms,"Array, Dynamic Programming, Stack, Monotonic Stack, ",Medium,TRUE,FALSE,FALSE,84060,247238
205,Isomorphic Strings,3802,689,4491,5.52,42.22%,Algorithms,"Hash Table, String, ",Easy,TRUE,TRUE,FALSE,519490,1230335
191,Number of 1 Bits,3713,860,4573,4.32,62.56%,Algorithms,"Bit Manipulation, ",Easy,TRUE,TRUE,FALSE,806452,1289007
509,Fibonacci Number,3705,269,3974,13.77,68.28%,Algorithms,"Math, Dynamic Programming, Recursion, Memoization, ",Easy,TRUE,TRUE,FALSE,818143,1198278
